,names,reviews
246,Lady Bird (2017),"There is something for all ages to identify with and you will find yourself torn between the generations, but ultimately feeling great affection for all of the characters. This film is a success because of the exceptional writing from Greta Gerwig."
247,Lady Bird (2017),"[The film] is good, but overrated. Curiously, its faults are also overrated, in that many are characteristic of its genre."
248,Lady Bird (2017),"The way Gerwig captures the stages of adolescence makes this coming-of-age film more honest than poignant. It shows that not only she is a good actress, but also a great filmmaker. [Full review in Spanish]"
249,Lady Bird (2017),"Marion and Lady Bird's bond is very real, strong, and complicated like many mother-daughter bonds tend to be."
250,Lady Bird (2017),"Gerwig shows no hesitation over putting her character in unflattering situations. The laughs come hard, they come often, and they come from all directions."
251,Lady Bird (2017),A stupendously acted and immeasurably poignant ode to the realistic bonds and barbs of life as a high school senior.
252,Lady Bird (2017),"I am awfully fond of it. This film isn't for me, but it doesn't have to be. Someone out there is going to see this film for the first time. Its heartfelt, goofy, and ever-so-slightly twee wavelength will seem to be made just for them..."
253,Lady Bird (2017),"Oscar-worthy performances, outstanding direction, great script (so real, raw and emotional) along with tremendous editing..."
254,Lady Bird (2017),"Gerwig deftly mines the family dynamics for laughs and emotion, sometimes in the same scene."
255,Lady Bird (2017),"Taking the trip with [Lady Bird] is a joy, and the cast and filmmaker taking us there create a singular, authentic experience that will place Lady Bird on the list of most memorable, enjoyable coming of age films."
256,Lady Bird (2017),Lady Bird is a generous portrait from a writer/director/actress who knows something about authenticity.
257,Lady Bird (2017),"... just like Lady Bird, Greta Gerwig is a creative force to be reckoned with."
258,Lady Bird (2017),"Writer/Director Greta Gerwig brings her own personal story into play, delivering her Lady Bird with an enthusiastic yet defiant cheekiness, never once losing sight of the real story."
259,Lady Bird (2017),[Greta] Gerwig captures the feeling of being a high schooler so perfectly that it's nearly impossible to not identify with one of the characters in some way.
260,Lady Bird (2017),"Not only incredibly authentic - perhaps cringingly so - but also marginally profound, even as its scope stays strictly on the almost unsubstantial life of a teenager."
261,Lady Bird (2017),Lady Bird flies high on heartwarming yet tough honesty.
262,Lady Bird (2017),"With Lady Bird, Greta Gerwig manages to take the old coming-of-age genre and make it feel refreshing with its authenticity and heart."
263,Lady Bird (2017),Greta Gerwig nails her solo directorial debut in this semi-autobiographical coming-of-age tale where Saoirse Ronan and Laurie Metcalf's mother-daughter scenes bleed with authenticity.
264,Lady Bird (2017),"[It's] brought to fruition by a wonderful cast . . . namely Ronan and Metcalf, whose push-pull dynamic of blossoming and established worldviews encapsulate the insecurities of growing up."
265,Lady Bird (2017),"Being witness to Lady Bird's growth is a beautiful experience. Not only are you enchanted by her story, but you also learn something about yourself. [Full review in Spanish]"
266,Lady Bird (2017),"There is something for all ages to identify with and you will find yourself torn between the generations, but ultimately feeling great affection for all of the characters. This film is a success because of the exceptional writing from Greta Gerwig."
267,Lady Bird (2017),"[The film] is good, but overrated. Curiously, its faults are also overrated, in that many are characteristic of its genre."
268,Lady Bird (2017),"The way Gerwig captures the stages of adolescence makes this coming-of-age film more honest than poignant. It shows that not only she is a good actress, but also a great filmmaker. [Full review in Spanish]"
269,Lady Bird (2017),"Marion and Lady Bird's bond is very real, strong, and complicated like many mother-daughter bonds tend to be."
270,Lady Bird (2017),"Gerwig shows no hesitation over putting her character in unflattering situations. The laughs come hard, they come often, and they come from all directions."
271,Lady Bird (2017),A stupendously acted and immeasurably poignant ode to the realistic bonds and barbs of life as a high school senior.
272,Lady Bird (2017),"I am awfully fond of it. This film isn't for me, but it doesn't have to be. Someone out there is going to see this film for the first time. Its heartfelt, goofy, and ever-so-slightly twee wavelength will seem to be made just for them..."
273,Lady Bird (2017),"Oscar-worthy performances, outstanding direction, great script (so real, raw and emotional) along with tremendous editing..."
274,Lady Bird (2017),"Gerwig deftly mines the family dynamics for laughs and emotion, sometimes in the same scene."
275,Lady Bird (2017),"Taking the trip with [Lady Bird] is a joy, and the cast and filmmaker taking us there create a singular, authentic experience that will place Lady Bird on the list of most memorable, enjoyable coming of age films."
276,Lady Bird (2017),Lady Bird is a generous portrait from a writer/director/actress who knows something about authenticity.
277,Lady Bird (2017),"... just like Lady Bird, Greta Gerwig is a creative force to be reckoned with."
278,Lady Bird (2017),"Writer/Director Greta Gerwig brings her own personal story into play, delivering her Lady Bird with an enthusiastic yet defiant cheekiness, never once losing sight of the real story."
279,Lady Bird (2017),[Greta] Gerwig captures the feeling of being a high schooler so perfectly that it's nearly impossible to not identify with one of the characters in some way.
280,Lady Bird (2017),"Not only incredibly authentic - perhaps cringingly so - but also marginally profound, even as its scope stays strictly on the almost unsubstantial life of a teenager."
281,Lady Bird (2017),Lady Bird flies high on heartwarming yet tough honesty.
282,Lady Bird (2017),"With Lady Bird, Greta Gerwig manages to take the old coming-of-age genre and make it feel refreshing with its authenticity and heart."
283,Lady Bird (2017),Greta Gerwig nails her solo directorial debut in this semi-autobiographical coming-of-age tale where Saoirse Ronan and Laurie Metcalf's mother-daughter scenes bleed with authenticity.
284,Lady Bird (2017),"[It's] brought to fruition by a wonderful cast . . . namely Ronan and Metcalf, whose push-pull dynamic of blossoming and established worldviews encapsulate the insecurities of growing up."
