,names,reviews
1664,The Third Man (1949),The music is as distinctive as the James Bond or Star Wars theme...
1665,The Third Man (1949),"This film is lively, always moving forward, constantly bubbling with mystery and suspicion and secrets, but the characters are always driving the film."
1666,The Third Man (1949),We're seduced out of caring for Greene's weary plot. Welles saves the film and destroys it.
1667,The Third Man (1949),"Krasker's camera reveals a dank, matte, defeated city - so dully vivid as to be a character unto itself - except that this Vienna becomes something altogether different seen at night or underground."
1668,The Third Man (1949),"By the very nature of its settings and story, there are occasional reminiscences of Lang and Hitchcock, but there is nothing borrowed or imitated. Stylistically, The Third Man is Reed's most impressive film."
1669,The Third Man (1949),"Welles was a still-ridiculously young 34 when he played Harry, but he was probably born sounding 56..."
1670,The Third Man (1949),"The bombed buildings, piles of rubble and their evocative shadows form a haunting backdrop to the outdoor scenes, particularly at night. ... Greene's talent for dialogue and suspense shine. [It] has more twists and turns than a rollercoaster."
1671,The Third Man (1949),"It's an exciting experience, dazzling and entertaining and thought-provoking."
1672,The Third Man (1949),"Reed and screenwriter Graham Greene let the story unfold slowly and deliberately, like the cigarette smoke that floats around the characters, and keep us guessing at every step."
1673,The Third Man (1949),"Like many, I have loved this thriller of conscience and betrayal most of my moviegoing life."
1674,The Third Man (1949),"What really makes the film sing, though, isn't the jaunty and iconic zither score by Anton Karas. It's the film's groundbreaking visual aesthetic, which combines noir tropes with expressionism to create a visual wonderland of living shadows."
1675,The Third Man (1949),"This is a film which does away with such cretinous inanity as offering up goodies and baddies, instead presenting its cast of characters as doing things which they believe to be good, but are not seen as such through the eyes of observers."
1676,The Third Man (1949),"""The Third Man"" is important not just because of its technique but because of its theme ..."
1677,The Third Man (1949),Few films more effectively capture the crumbling infrastructure and opportunistic lawlessness of postwar Europe. And none better translate the snaking treachery of Graham Greene's stories and his worlds of cynical expats and casual betrayal.
1678,The Third Man (1949),"Set in postwar occupied Vienna, the plot is a corker, littered with memorable moments and played to perfection by an unforgettable cast that's led with distinction by Orson Welles and Joseph Cotten."
1679,The Third Man (1949),Best read not as an homage to Hitchcock - or to special super secret guest star Orson Welles - than as a study of what Carol Reed biographer Robert F. Moss describes as 'the ineffectuality of goodness.'
1680,Coco (2017),"Equal parts jokey and mature, fun-loving and melancholy."
1681,Coco (2017),A profound film going experience that is fun for the whole family as well.
1682,Coco (2017),"Sumptuously delightful, tenderly heartfelt with humour and culture, Coco is an emotional triumph."
1683,Coco (2017),"It can be beguiling and disappointing, culturally unique and narratively too familiar, a step forward and a stubborn refusal for the studio to mix up its formula."
1684,Coco (2017),"Rich, colorful and utterly inspired."
1685,Coco (2017),I really liked the music. That was my favorite part.
1686,Coco (2017),This movie was emotional.
1687,Coco (2017),"A sweeping, lovingly detailed epic of sorts that benefits from its unique setting and Latin-American soundtrack."
1688,Coco (2017),"Coco may be run-of-the-mill Pixar, but any movie that sticks it to certain notorious anti-Mexican deserves my respect."
1689,Coco (2017),"The music is enchanting, the visuals are stunning, and the overall family theme will have your family appreciating traditions, roots and a desire to create even more memories."
1690,Coco (2017),"Yes, the set design is gorgeous in the land of the dead, and the family-centered theme is a winner... however, Coco's story-line didn't wow me."
1691,Coco (2017),"Tender, a tad macabre, fun-packed, and just plain beautiful. Coco is quite, quite brilliant."
1692,Coco (2017),"Even if it's formulaic, the formula is executed with love and care and extended to an audience which hasn't had it before."
1693,Coco (2017),This is a charming story laced from beginning to end with Mexican traditions and culture.
1694,Coco (2017),"It is gorgeous and stunning, but will also make sure that you will be ugly crying and calling your family members after the film credits start rolling."
1695,Coco (2017),"It is fun when this is the proposal, vibrant when it wants to be, and it hits us right in the heart when it decides it is time to make us cry. [Full Review in Spanish]"
1696,Coco (2017),"It's not the best the studio has put out, but it's certainly the most emotionally wrought. It's almost hard to believe this is a movie for children."
1697,Coco (2017),"A fun, tender and bright adventure that, at the rhythm of 'Ranchera', excites and invites you to hold your tears as only the best films do. [Full Review in Spanish]"
1698,Coco (2017),"Coco will tug at your heartstrings as it explores a culture often neglected, and a narrative that is incredibly important in the hopes of continuing the trend of cultural exploration ( ... )."
1699,Coco (2017),The story's metaphysical slant lends the proceedings a haunting and ruminative air.
1700,Coco (2017),"Equal parts jokey and mature, fun-loving and melancholy."
1701,Coco (2017),A profound film going experience that is fun for the whole family as well.
1702,Coco (2017),"Sumptuously delightful, tenderly heartfelt with humour and culture, Coco is an emotional triumph."
1703,Coco (2017),"It can be beguiling and disappointing, culturally unique and narratively too familiar, a step forward and a stubborn refusal for the studio to mix up its formula."
1704,Coco (2017),"Rich, colorful and utterly inspired."
1705,Coco (2017),I really liked the music. That was my favorite part.
1706,Coco (2017),This movie was emotional.
1707,Coco (2017),"A sweeping, lovingly detailed epic of sorts that benefits from its unique setting and Latin-American soundtrack."
1708,Coco (2017),"Coco may be run-of-the-mill Pixar, but any movie that sticks it to certain notorious anti-Mexican deserves my respect."
1709,Coco (2017),"The music is enchanting, the visuals are stunning, and the overall family theme will have your family appreciating traditions, roots and a desire to create even more memories."
1710,Coco (2017),"Yes, the set design is gorgeous in the land of the dead, and the family-centered theme is a winner... however, Coco's story-line didn't wow me."
1711,Coco (2017),"Tender, a tad macabre, fun-packed, and just plain beautiful. Coco is quite, quite brilliant."
1712,Coco (2017),"Even if it's formulaic, the formula is executed with love and care and extended to an audience which hasn't had it before."
1713,Coco (2017),This is a charming story laced from beginning to end with Mexican traditions and culture.
1714,Coco (2017),"It is gorgeous and stunning, but will also make sure that you will be ugly crying and calling your family members after the film credits start rolling."
1715,Coco (2017),"It is fun when this is the proposal, vibrant when it wants to be, and it hits us right in the heart when it decides it is time to make us cry. [Full Review in Spanish]"
1716,Coco (2017),"It's not the best the studio has put out, but it's certainly the most emotionally wrought. It's almost hard to believe this is a movie for children."
1717,Coco (2017),"A fun, tender and bright adventure that, at the rhythm of 'Ranchera', excites and invites you to hold your tears as only the best films do. [Full Review in Spanish]"
1718,Coco (2017),"Coco will tug at your heartstrings as it explores a culture often neglected, and a narrative that is incredibly important in the hopes of continuing the trend of cultural exploration ( ... )."
1719,Coco (2017),The story's metaphysical slant lends the proceedings a haunting and ruminative air.
1720,Coco (2017),"Equal parts jokey and mature, fun-loving and melancholy."
1721,Coco (2017),A profound film going experience that is fun for the whole family as well.
1722,Coco (2017),"Sumptuously delightful, tenderly heartfelt with humour and culture, Coco is an emotional triumph."
1723,Coco (2017),"It can be beguiling and disappointing, culturally unique and narratively too familiar, a step forward and a stubborn refusal for the studio to mix up its formula."
1724,Coco (2017),"Rich, colorful and utterly inspired."
1725,Coco (2017),I really liked the music. That was my favorite part.
1726,Coco (2017),This movie was emotional.
1727,Coco (2017),"A sweeping, lovingly detailed epic of sorts that benefits from its unique setting and Latin-American soundtrack."
1728,Coco (2017),"Coco may be run-of-the-mill Pixar, but any movie that sticks it to certain notorious anti-Mexican deserves my respect."
1729,Coco (2017),"The music is enchanting, the visuals are stunning, and the overall family theme will have your family appreciating traditions, roots and a desire to create even more memories."
1730,Coco (2017),"Yes, the set design is gorgeous in the land of the dead, and the family-centered theme is a winner... however, Coco's story-line didn't wow me."
1731,Coco (2017),"Tender, a tad macabre, fun-packed, and just plain beautiful. Coco is quite, quite brilliant."
1732,Coco (2017),"Even if it's formulaic, the formula is executed with love and care and extended to an audience which hasn't had it before."
1733,Coco (2017),This is a charming story laced from beginning to end with Mexican traditions and culture.
1734,Coco (2017),"It is gorgeous and stunning, but will also make sure that you will be ugly crying and calling your family members after the film credits start rolling."
1735,Coco (2017),"It is fun when this is the proposal, vibrant when it wants to be, and it hits us right in the heart when it decides it is time to make us cry. [Full Review in Spanish]"
1736,Coco (2017),"It's not the best the studio has put out, but it's certainly the most emotionally wrought. It's almost hard to believe this is a movie for children."
1737,Coco (2017),"A fun, tender and bright adventure that, at the rhythm of 'Ranchera', excites and invites you to hold your tears as only the best films do. [Full Review in Spanish]"
1738,Coco (2017),"Coco will tug at your heartstrings as it explores a culture often neglected, and a narrative that is incredibly important in the hopes of continuing the trend of cultural exploration ( ... )."
1739,Coco (2017),The story's metaphysical slant lends the proceedings a haunting and ruminative air.
1740,Thor: Ragnarok (2017),"All the drama, romance, and mythological storytelling has been dropped for one major component: humor."
1741,Thor: Ragnarok (2017),Marvel's comedic approach to Thor delivers on all accounts.
1742,Thor: Ragnarok (2017),Thank goodness for the idiosyncratic visions of director Taika Waititi who does a complete 180 on the first two films by making Thor: Ragnarok into a superhero comedy.
1743,Thor: Ragnarok (2017),"Witty, action-heavy, and beautiful to look at, Thor: Ragnarok is another clear winner for the Marvel Cinematic Universe."
1744,Thor: Ragnarok (2017),The first time that Hemsworth has really lived into the fullness of Thor's potential.
1745,Thor: Ragnarok (2017),Finally a live adaptation of Thor that's actually worth your time!
1746,Thor: Ragnarok (2017),"irected by New Zealand's Taika Waititi, it's the daftest movie from the comic book studio to date, shot through with the anarchically quirky humour in Waititi's films like What We Do in the Shadows, Hunt for the Wilderpeople and Boy."
1747,Thor: Ragnarok (2017),It's when the second half of Ragnarok falls into the motions that it begins to lose its shine.
1748,Thor: Ragnarok (2017),"Instead of playing Thor as a Shakespearean persona, Waititi allows Hemsworth to use his natural wit and comedic timing to really bring the character to life."
1749,Thor: Ragnarok (2017),Thor: Ragnarok is a prime example of how a complete tonal shift can rejuvenate a film series.
1750,Thor: Ragnarok (2017),"Thor is a character that keeps us guessing, and honestly, I can't wait to see what he does next."
1751,Thor: Ragnarok (2017),"Waititi puts you right in the middle of a crazy, fantasy world to take an acid trip of pure fun, action, while accompanied by kick-ass characters. [Full review in Spanish]"
1752,Thor: Ragnarok (2017),That skyward in-the-moment shot is the only one that really involved me in the film as an experience and not just a sequence of moving images.
1753,Thor: Ragnarok (2017),Waititi has made the third movie of the famed god of thunder the funniest in the franchise. [Full review in Spanish]
1754,Thor: Ragnarok (2017),"Despite a few minor issues with pacing in the middle, this is a tremendous step in the right direction for both the Thor franchise specifically and Marvel movies in general."
1755,Thor: Ragnarok (2017),A fun Marvel movie.
1756,Thor: Ragnarok (2017),I thoroughly enjoyed this movie.
1757,Thor: Ragnarok (2017),Taika Waititi's irreverent humor makes this film delightful with a tongue in cheek tone.
1758,Thor: Ragnarok (2017),"These films will only improve by giving a diverse group of filmmakers room to let their creative vision flourish, and their characters stumble."
1759,Thor: Ragnarok (2017),"Ultimately, I feel confident in saying that you'll thoroughly enjoy Thor: Ragnarok. This is precision-engineered entertainment that wants you to have fun..."
1760,Thor: Ragnarok (2017),"All the drama, romance, and mythological storytelling has been dropped for one major component: humor."
1761,Thor: Ragnarok (2017),Marvel's comedic approach to Thor delivers on all accounts.
1762,Thor: Ragnarok (2017),Thank goodness for the idiosyncratic visions of director Taika Waititi who does a complete 180 on the first two films by making Thor: Ragnarok into a superhero comedy.
1763,Thor: Ragnarok (2017),"Witty, action-heavy, and beautiful to look at, Thor: Ragnarok is another clear winner for the Marvel Cinematic Universe."
1764,Thor: Ragnarok (2017),The first time that Hemsworth has really lived into the fullness of Thor's potential.
1765,Thor: Ragnarok (2017),Finally a live adaptation of Thor that's actually worth your time!
1766,Thor: Ragnarok (2017),"irected by New Zealand's Taika Waititi, it's the daftest movie from the comic book studio to date, shot through with the anarchically quirky humour in Waititi's films like What We Do in the Shadows, Hunt for the Wilderpeople and Boy."
1767,Thor: Ragnarok (2017),It's when the second half of Ragnarok falls into the motions that it begins to lose its shine.
1768,Thor: Ragnarok (2017),"Instead of playing Thor as a Shakespearean persona, Waititi allows Hemsworth to use his natural wit and comedic timing to really bring the character to life."
1769,Thor: Ragnarok (2017),Thor: Ragnarok is a prime example of how a complete tonal shift can rejuvenate a film series.
1770,Thor: Ragnarok (2017),"Thor is a character that keeps us guessing, and honestly, I can't wait to see what he does next."
1771,Thor: Ragnarok (2017),"Waititi puts you right in the middle of a crazy, fantasy world to take an acid trip of pure fun, action, while accompanied by kick-ass characters. [Full review in Spanish]"
1772,Thor: Ragnarok (2017),That skyward in-the-moment shot is the only one that really involved me in the film as an experience and not just a sequence of moving images.
1773,Thor: Ragnarok (2017),Waititi has made the third movie of the famed god of thunder the funniest in the franchise. [Full review in Spanish]
1774,Thor: Ragnarok (2017),"Despite a few minor issues with pacing in the middle, this is a tremendous step in the right direction for both the Thor franchise specifically and Marvel movies in general."
1775,Thor: Ragnarok (2017),A fun Marvel movie.
1776,Thor: Ragnarok (2017),I thoroughly enjoyed this movie.
1777,Thor: Ragnarok (2017),Taika Waititi's irreverent humor makes this film delightful with a tongue in cheek tone.
1778,Thor: Ragnarok (2017),"These films will only improve by giving a diverse group of filmmakers room to let their creative vision flourish, and their characters stumble."
1779,Thor: Ragnarok (2017),"Ultimately, I feel confident in saying that you'll thoroughly enjoy Thor: Ragnarok. This is precision-engineered entertainment that wants you to have fun..."
1780,Thor: Ragnarok (2017),"All the drama, romance, and mythological storytelling has been dropped for one major component: humor."
1781,Thor: Ragnarok (2017),Marvel's comedic approach to Thor delivers on all accounts.
1782,Thor: Ragnarok (2017),Thank goodness for the idiosyncratic visions of director Taika Waititi who does a complete 180 on the first two films by making Thor: Ragnarok into a superhero comedy.
1783,Thor: Ragnarok (2017),"Witty, action-heavy, and beautiful to look at, Thor: Ragnarok is another clear winner for the Marvel Cinematic Universe."
1784,Thor: Ragnarok (2017),The first time that Hemsworth has really lived into the fullness of Thor's potential.
1785,Thor: Ragnarok (2017),Finally a live adaptation of Thor that's actually worth your time!
1786,Thor: Ragnarok (2017),"irected by New Zealand's Taika Waititi, it's the daftest movie from the comic book studio to date, shot through with the anarchically quirky humour in Waititi's films like What We Do in the Shadows, Hunt for the Wilderpeople and Boy."
1787,Thor: Ragnarok (2017),It's when the second half of Ragnarok falls into the motions that it begins to lose its shine.
1788,Thor: Ragnarok (2017),"Instead of playing Thor as a Shakespearean persona, Waititi allows Hemsworth to use his natural wit and comedic timing to really bring the character to life."
1789,Thor: Ragnarok (2017),Thor: Ragnarok is a prime example of how a complete tonal shift can rejuvenate a film series.
1790,Thor: Ragnarok (2017),"Thor is a character that keeps us guessing, and honestly, I can't wait to see what he does next."
1791,Thor: Ragnarok (2017),"Waititi puts you right in the middle of a crazy, fantasy world to take an acid trip of pure fun, action, while accompanied by kick-ass characters. [Full review in Spanish]"
1792,Thor: Ragnarok (2017),That skyward in-the-moment shot is the only one that really involved me in the film as an experience and not just a sequence of moving images.
1793,Thor: Ragnarok (2017),Waititi has made the third movie of the famed god of thunder the funniest in the franchise. [Full review in Spanish]
1794,Thor: Ragnarok (2017),"Despite a few minor issues with pacing in the middle, this is a tremendous step in the right direction for both the Thor franchise specifically and Marvel movies in general."
1795,Thor: Ragnarok (2017),A fun Marvel movie.
1796,Thor: Ragnarok (2017),I thoroughly enjoyed this movie.
1797,Thor: Ragnarok (2017),Taika Waititi's irreverent humor makes this film delightful with a tongue in cheek tone.
1798,Thor: Ragnarok (2017),"These films will only improve by giving a diverse group of filmmakers room to let their creative vision flourish, and their characters stumble."
1799,Thor: Ragnarok (2017),"Ultimately, I feel confident in saying that you'll thoroughly enjoy Thor: Ragnarok. This is precision-engineered entertainment that wants you to have fun..."
1800,The Shape of Water (2017),The story falls into a pattern of contrived confrontations that culminates in an underwhelming union.
1801,The Shape of Water (2017),"Del Toro's story is built on a beautiful landscape brought to life by production design master Paul Austerberry and Dan Laustner, whose cinematography paints a pulpy noir coat of paint on a tumultuous period in American history."
1802,The Shape of Water (2017),This beautifully crafted fantasy falls somewhere between del Toro's more personal Spanish-language films (like Pan's Labyrinth) and his American popcorn spectaculars.
1803,The Shape of Water (2017),"From the very first frame to the last, The Shape Of Water is a captivating and emotional experience."
1804,The Shape of Water (2017),There is no love story out there quite like the one Guillermo del Toro has put together here.
1805,The Shape of Water (2017),Guillermo del Toro has done it again.
1806,The Shape of Water (2017),"Simply beautifully enchanting and brutally mysterious, visually luscious and mesmerising, del Toro is a cinematic genius."
1807,The Shape of Water (2017),"It's the small, rather than the big, that impresses most here, and it proves a welcome return to the director's modest origins."
1808,The Shape of Water (2017),"Del Toro's ""fairy tale for troubled times"" has the limitations of even the best fairy tale, a lack of social concreteness and urgency, but its positive qualities are real."
1809,The Shape of Water (2017),"The Shape of Water probably had inclusive goals in mind, but execution is everything."
1810,The Shape of Water (2017),"It's pleasant and pretty, the execution largely distracting from feeling that the script is something of a missed opportunity."
1811,The Shape of Water (2017),"""The Shape of Water"" never truly coalesces, handing viewers a collection of admirable parts but a whole that's left wanting."
1812,The Shape of Water (2017),"There is an enchanting escapism, in which Del Toro uses a visual display and sociopolitical parables in order to embellish romanticism in a film that honors the genres of cinema. [Full review in Spanish]"
1813,The Shape of Water (2017),A love story birthed by a pure love of cinema that's derivative as it is celebratory of its many inspirations.
1814,The Shape of Water (2017),Something of a cinematic miracle -- the kind that Del Toro has given us over the years to the point where I'm starting to feel spoiled.
1815,The Shape of Water (2017),"[W]ith The Shape of Water, one of our greatest storytellers has made his masterpiece."
1816,The Shape of Water (2017),"Art depends on a specific point of view. The Shape of Water is flawed, but there's no denying it's art."
1817,The Shape of Water (2017),"The Shape of Water's visual, acoustic, and emotional fluidity transports us into an underwater world where we are free to breathe again."
1818,The Shape of Water (2017),This is a elegantly portrayed love story set against a shifting background that leaves you wanting to see more happy endings.
1819,The Shape of Water (2017),"A beautiful, dark fairy tale from Guillermo del Toro..."
1820,The Shape of Water (2017),The story falls into a pattern of contrived confrontations that culminates in an underwhelming union.
1821,The Shape of Water (2017),"Del Toro's story is built on a beautiful landscape brought to life by production design master Paul Austerberry and Dan Laustner, whose cinematography paints a pulpy noir coat of paint on a tumultuous period in American history."
1822,The Shape of Water (2017),This beautifully crafted fantasy falls somewhere between del Toro's more personal Spanish-language films (like Pan's Labyrinth) and his American popcorn spectaculars.
1823,The Shape of Water (2017),"From the very first frame to the last, The Shape Of Water is a captivating and emotional experience."
1824,The Shape of Water (2017),There is no love story out there quite like the one Guillermo del Toro has put together here.
1825,The Shape of Water (2017),Guillermo del Toro has done it again.
1826,The Shape of Water (2017),"Simply beautifully enchanting and brutally mysterious, visually luscious and mesmerising, del Toro is a cinematic genius."
1827,The Shape of Water (2017),"It's the small, rather than the big, that impresses most here, and it proves a welcome return to the director's modest origins."
1828,The Shape of Water (2017),"Del Toro's ""fairy tale for troubled times"" has the limitations of even the best fairy tale, a lack of social concreteness and urgency, but its positive qualities are real."
1829,The Shape of Water (2017),"The Shape of Water probably had inclusive goals in mind, but execution is everything."
1830,The Shape of Water (2017),"It's pleasant and pretty, the execution largely distracting from feeling that the script is something of a missed opportunity."
1831,The Shape of Water (2017),"""The Shape of Water"" never truly coalesces, handing viewers a collection of admirable parts but a whole that's left wanting."
1832,The Shape of Water (2017),"There is an enchanting escapism, in which Del Toro uses a visual display and sociopolitical parables in order to embellish romanticism in a film that honors the genres of cinema. [Full review in Spanish]"
1833,The Shape of Water (2017),A love story birthed by a pure love of cinema that's derivative as it is celebratory of its many inspirations.
1834,The Shape of Water (2017),Something of a cinematic miracle -- the kind that Del Toro has given us over the years to the point where I'm starting to feel spoiled.
1835,The Shape of Water (2017),"[W]ith The Shape of Water, one of our greatest storytellers has made his masterpiece."
1836,The Shape of Water (2017),"Art depends on a specific point of view. The Shape of Water is flawed, but there's no denying it's art."
1837,The Shape of Water (2017),"The Shape of Water's visual, acoustic, and emotional fluidity transports us into an underwater world where we are free to breathe again."
1838,The Shape of Water (2017),This is a elegantly portrayed love story set against a shifting background that leaves you wanting to see more happy endings.
1839,The Shape of Water (2017),"A beautiful, dark fairy tale from Guillermo del Toro..."
1840,The Shape of Water (2017),The story falls into a pattern of contrived confrontations that culminates in an underwhelming union.
1841,The Shape of Water (2017),"Del Toro's story is built on a beautiful landscape brought to life by production design master Paul Austerberry and Dan Laustner, whose cinematography paints a pulpy noir coat of paint on a tumultuous period in American history."
1842,The Shape of Water (2017),This beautifully crafted fantasy falls somewhere between del Toro's more personal Spanish-language films (like Pan's Labyrinth) and his American popcorn spectaculars.
1843,The Shape of Water (2017),"From the very first frame to the last, The Shape Of Water is a captivating and emotional experience."
1844,The Shape of Water (2017),There is no love story out there quite like the one Guillermo del Toro has put together here.
1845,The Shape of Water (2017),Guillermo del Toro has done it again.
1846,The Shape of Water (2017),"Simply beautifully enchanting and brutally mysterious, visually luscious and mesmerising, del Toro is a cinematic genius."
1847,The Shape of Water (2017),"It's the small, rather than the big, that impresses most here, and it proves a welcome return to the director's modest origins."
1848,The Shape of Water (2017),"Del Toro's ""fairy tale for troubled times"" has the limitations of even the best fairy tale, a lack of social concreteness and urgency, but its positive qualities are real."
1849,The Shape of Water (2017),"The Shape of Water probably had inclusive goals in mind, but execution is everything."
1850,The Shape of Water (2017),"It's pleasant and pretty, the execution largely distracting from feeling that the script is something of a missed opportunity."
1851,The Shape of Water (2017),"""The Shape of Water"" never truly coalesces, handing viewers a collection of admirable parts but a whole that's left wanting."
1852,The Shape of Water (2017),"There is an enchanting escapism, in which Del Toro uses a visual display and sociopolitical parables in order to embellish romanticism in a film that honors the genres of cinema. [Full review in Spanish]"
1853,The Shape of Water (2017),A love story birthed by a pure love of cinema that's derivative as it is celebratory of its many inspirations.
1854,The Shape of Water (2017),Something of a cinematic miracle -- the kind that Del Toro has given us over the years to the point where I'm starting to feel spoiled.
1855,The Shape of Water (2017),"[W]ith The Shape of Water, one of our greatest storytellers has made his masterpiece."
1856,The Shape of Water (2017),"Art depends on a specific point of view. The Shape of Water is flawed, but there's no denying it's art."
1857,The Shape of Water (2017),"The Shape of Water's visual, acoustic, and emotional fluidity transports us into an underwater world where we are free to breathe again."
1858,The Shape of Water (2017),This is a elegantly portrayed love story set against a shifting background that leaves you wanting to see more happy endings.
1859,The Shape of Water (2017),"A beautiful, dark fairy tale from Guillermo del Toro..."
1860,Selma (2014),"Wisely uses affective montages, orchestral music, tight pacing, and award-worthy acting to supplement the intense recreations of iconic undertakings."
1861,Selma (2014),Truly a film that must be seen by today's youth so that we can keep Selma and Ferguson from happening in the future.
1862,Selma (2014),"Selma is worthy of my highest recommendation. Hopefully like me, you'll clap once the end credits roll."
1863,Selma (2014),"The acting is exquisite, and DuVernay directs with a sure and confident hand. It's not only the story of Martin Luther King Jr.; it's the story of the American People."
1864,Selma (2014),"Leaves audiences moved and shaken; this is a movie that will resonate and be remembered for a very, very long time."
1865,Selma (2014),"In bringing together the personal, the political, and the historic, DuVernay has crafted a film that will be remembered and studied for years to come."
1866,Selma (2014),"...offering not only a superbly-realized presentation of a particular series of events, but also a sense of what it meant to live through the historical period in question."
1867,Selma (2014),It's the weight of history that gives Selma so much emotional heft.
1868,Selma (2014),"...[I]n zooming in on one moment, director DuVernay and writer Paul Webb really force us to live in the trial by fire that was the American South in 1965."
1869,Selma (2014),"As director, DuVernay employs a style of storytelling... that makes it possible for audiences to find the film engrossing, entertaining, and educational."
1870,Selma (2014),"Selma is spectacularly staged, impressively acted and narratively satisfying. But it is also something much, much more and we need much, much more like it."
1871,Selma (2014),"Selma tells a great story about a triumphant moment in civil rights history and the losses it took to get that win, but it doesn't nostalgically let us forget that this moment is just a chapter break in a longer war that still rages on today."
1872,Selma (2014),There is nothing saccharine about Selma. DuVernay does justice to the illustrious subject matter... and that's no mean feat.
1873,Selma (2014),A very satisfying picture.
1874,Selma (2014),"In a time where dedicated activists are speaking their own truths to leaders who are often even less responsive, movies such as Selma feel more essential than ever."
1875,Selma (2014),"Selma's cultural significance is critical and will inevitably permeate all conversations about the film. As a reviewer, I must stress that its cinematic value speaks for itself, even when you swipe away the context of today's struggles."
1876,Selma (2014),"Selma serves as a pointed and poignant riposte to our current historical moment. It's an important film about an important story. It deserves to be seen, shared, discussed, and, like the events it depicts, never forgotten."
1877,Selma (2014),What makes Selma a truly fine film is the imagery we see.
1878,Selma (2014),"Director Ava DuVernay has crafted an impressive film that doesn't just chronicle the events in Selma, but serves as an impressive portrait of King both as a leader in the civil rights movement and a flawed family man."
1879,Selma (2014),"From the intriguing backroom politics to the sacrifices made during the era, director Ava DuVernay and screenwriter Paul Webb turns a well-documented history lesson into essential cinema."
1880,Selma (2014),"Wisely uses affective montages, orchestral music, tight pacing, and award-worthy acting to supplement the intense recreations of iconic undertakings."
1881,Selma (2014),Truly a film that must be seen by today's youth so that we can keep Selma and Ferguson from happening in the future.
1882,Selma (2014),"Selma is worthy of my highest recommendation. Hopefully like me, you'll clap once the end credits roll."
1883,Selma (2014),"The acting is exquisite, and DuVernay directs with a sure and confident hand. It's not only the story of Martin Luther King Jr.; it's the story of the American People."
1884,Selma (2014),"Leaves audiences moved and shaken; this is a movie that will resonate and be remembered for a very, very long time."
1885,Selma (2014),"In bringing together the personal, the political, and the historic, DuVernay has crafted a film that will be remembered and studied for years to come."
1886,Selma (2014),"...offering not only a superbly-realized presentation of a particular series of events, but also a sense of what it meant to live through the historical period in question."
1887,Selma (2014),It's the weight of history that gives Selma so much emotional heft.
1888,Selma (2014),"...[I]n zooming in on one moment, director DuVernay and writer Paul Webb really force us to live in the trial by fire that was the American South in 1965."
1889,Selma (2014),"As director, DuVernay employs a style of storytelling... that makes it possible for audiences to find the film engrossing, entertaining, and educational."
1890,Selma (2014),"Selma is spectacularly staged, impressively acted and narratively satisfying. But it is also something much, much more and we need much, much more like it."
1891,Selma (2014),"Selma tells a great story about a triumphant moment in civil rights history and the losses it took to get that win, but it doesn't nostalgically let us forget that this moment is just a chapter break in a longer war that still rages on today."
1892,Selma (2014),There is nothing saccharine about Selma. DuVernay does justice to the illustrious subject matter... and that's no mean feat.
1893,Selma (2014),A very satisfying picture.
1894,Selma (2014),"In a time where dedicated activists are speaking their own truths to leaders who are often even less responsive, movies such as Selma feel more essential than ever."
1895,Selma (2014),"Selma's cultural significance is critical and will inevitably permeate all conversations about the film. As a reviewer, I must stress that its cinematic value speaks for itself, even when you swipe away the context of today's struggles."
1896,Selma (2014),"Selma serves as a pointed and poignant riposte to our current historical moment. It's an important film about an important story. It deserves to be seen, shared, discussed, and, like the events it depicts, never forgotten."
1897,Selma (2014),What makes Selma a truly fine film is the imagery we see.
1898,Selma (2014),"Director Ava DuVernay has crafted an impressive film that doesn't just chronicle the events in Selma, but serves as an impressive portrait of King both as a leader in the civil rights movement and a flawed family man."
1899,Selma (2014),"From the intriguing backroom politics to the sacrifices made during the era, director Ava DuVernay and screenwriter Paul Webb turns a well-documented history lesson into essential cinema."
1900,Selma (2014),"Wisely uses affective montages, orchestral music, tight pacing, and award-worthy acting to supplement the intense recreations of iconic undertakings."
1901,Selma (2014),Truly a film that must be seen by today's youth so that we can keep Selma and Ferguson from happening in the future.
1902,Selma (2014),"Selma is worthy of my highest recommendation. Hopefully like me, you'll clap once the end credits roll."
1903,Selma (2014),"The acting is exquisite, and DuVernay directs with a sure and confident hand. It's not only the story of Martin Luther King Jr.; it's the story of the American People."
1904,Selma (2014),"Leaves audiences moved and shaken; this is a movie that will resonate and be remembered for a very, very long time."
1905,Selma (2014),"In bringing together the personal, the political, and the historic, DuVernay has crafted a film that will be remembered and studied for years to come."
1906,Selma (2014),"...offering not only a superbly-realized presentation of a particular series of events, but also a sense of what it meant to live through the historical period in question."
1907,Selma (2014),It's the weight of history that gives Selma so much emotional heft.
1908,Selma (2014),"...[I]n zooming in on one moment, director DuVernay and writer Paul Webb really force us to live in the trial by fire that was the American South in 1965."
1909,Selma (2014),"As director, DuVernay employs a style of storytelling... that makes it possible for audiences to find the film engrossing, entertaining, and educational."
1910,Selma (2014),"Selma is spectacularly staged, impressively acted and narratively satisfying. But it is also something much, much more and we need much, much more like it."
1911,Selma (2014),"Selma tells a great story about a triumphant moment in civil rights history and the losses it took to get that win, but it doesn't nostalgically let us forget that this moment is just a chapter break in a longer war that still rages on today."
1912,Selma (2014),There is nothing saccharine about Selma. DuVernay does justice to the illustrious subject matter... and that's no mean feat.
1913,Selma (2014),A very satisfying picture.
